450	20	15	10
464	31	14	10
477	41	13	10
488	51	13	11
499	61	13	10
511	72	13	10
519	80	13	10
528	91	12	10
536	98	12	10
539	109	13	11
555	122	13	11
556	130	13	11
554	138	13	11
553	143	13	11
551	150	13	11
547	154	13	10
544	158	12	10
541	163	12	10
536	170	13	10
534	173	12	11
522	159	12	10
526	163	12	10
532	167	12	10
537	172	12	10
542	175	12	10
547	177	12	10
549	177	12	10
551	178	12	10
552	175	12	10
552	175	12	10
551	176	12	10
549	174	12	10
546	175	13	10
546	175	13	10
544	177	13	10
543	178	13	10
544	181	13	10
544	183	13	10
546	187	13	10
549	190	13	10
552	193	13	10
557	198	13	10
558	201	13	10
561	204	13	10
563	207	13	10
565	211	13	10
571	215	13	10
577	220	13	10
582	223	13	10
586	227	13	10
590	229	13	10
592	229	13	10
594	230	13	10
598	234	13	10
602	235	13	10
607	237	13	10
612	241	13	10
617	247	13	10
622	249	13	10
625	250	13	10
628	249	13	10
628	248	13	10
630	248	13	10
631	250	13	10
634	249	13	10
635	251	13	10
635	251	13	10
635	250	13	10
636	249	14	10
638	245	13	10
641	243	13	10
644	241	13	10
647	242	13	10
651	246	13	10
656	251	13	10
662	256	14	10
670	265	14	10
678	273	14	10
681	277	14	10
684	279	13	10
686	279	13	10
686	277	13	10
687	275	13	11
685	272	13	11
685	269	13	11
686	268	14	11
686	268	14	11
686	268	14	10
687	268	14	11
689	269	14	11
691	271	14	11
694	276	14	11
696	283	14	12
699	290	13	12
703	295	13	12
705	300	14	11
708	303	13	11
709	302	13	12
710	303	12	12
710	303	11	12
712	304	10	13
712	300	10	13
712	299	10	13
713	295	10	13
712	288	10	13
710	281	10	12
709	274	10	11
708	271	11	11
707	272	12	10
709	274	12	10
711	279	11	11
711	286	10	12
710	290	10	12
710	293	10	12
710	296	10	13
710	299	10	14
710	302	10	14
711	305	10	15
710	309	10	16
710	306	10	17
710	309	10	18
710	313	10	18
710	317	10	19
709	331	10	19
709	334	11	19
709	334	11	19
709	330	11	19
708	324	11	18
708	325	11	18
707	331	11	18
708	319	12	18
706	315	13	17
707	310	13	17
706	302	13	17
707	290	13	17
707	288	13	17
706	284	13	17
704	277	13	17
707	280	13	18
