16	88	19	51
18	88	19	51
19	88	19	51
20	88	19	51
21	88	19	51
23	89	19	51
25	88	19	51
26	89	20	52
27	88	20	52
28	88	21	52
31	89	21	52
31	89	22	52
32	90	22	51
35	91	22	50
36	91	21	50
37	92	21	50
38	91	21	50
40	92	21	51
43	91	21	51
44	92	20	52
45	91	20	52
47	92	20	52
49	92	20	52
51	91	21	52
53	91	22	52
55	91	22	51
57	91	22	51
58	91	21	51
61	92	20	50
63	91	19	51
64	90	19	51
65	90	18	51
66	90	18	52
68	90	18	52
70	90	18	53
71	90	18	53
75	90	19	54
78	92	20	57
79	94	20	60
78	95	20	62
79	95	21	64
78	93	22	65
77	93	23	65
81	93	23	66
90	75	24	66
94	67	24	68
92	77	23	69
92	76	23	69
92	80	23	66
92	85	24	62
93	86	24	60
94	87	24	59
96	89	25	58
97	89	25	57
99	88	25	55
104	89	24	55
107	88	23	54
109	87	21	54
111	87	20	54
112	87	20	54
115	86	20	54
116	87	20	55
117	87	20	55
119	87	20	55
120	87	20	54
122	88	21	54
124	89	21	53
126	89	20	53
127	89	20	54
129	89	20	54
131	89	19	54
133	88	19	54
133	88	19	54
134	89	19	54
137	90	20	54
138	89	20	54
140	90	21	54
141	89	21	54
142	88	21	54
144	89	22	53
147	89	22	52
148	88	21	52
151	88	21	52
152	88	20	52
154	88	19	52
156	88	18	53
158	88	18	53
159	88	18	54
161	88	17	54
161	87	18	54
163	87	18	54
165	87	19	53
165	86	20	52
168	86	21	50
170	86	22	48
171	86	21	47
172	88	20	47
173	87	20	47
175	88	19	48
178	89	18	50
181	89	18	51
182	88	18	53
184	88	18	53
185	88	17	53
188	88	18	52
190	89	18	51
191	88	19	51
193	89	19	50
194	87	19	50
196	86	19	51
198	86	19	51
198	85	18	51
200	84	18	52
201	86	18	52
203	84	18	53
205	85	18	54
207	83	18	55
207	83	18	56
208	83	18	56
211	84	19	55
212	85	21	54
213	85	22	54
214	85	22	54
217	87	21	54
219	86	20	54
220	86	20	55
222	86	19	55
225	86	19	55
226	86	18	55
228	87	18	55
230	86	19	54
231	86	20	54
232	86	21	53
235	86	22	52
236	87	22	51
238	88	22	51
240	88	22	50
241	87	21	50
243	85	20	51
245	85	20	52
246	85	19	52
247	85	18	53
249	84	18	53
251	84	18	54
252	84	18	54
254	85	19	54
255	85	20	54
258	86	21	53
261	86	21	53
264	86	19	53
266	86	18	53
267	86	17	53
268	86	17	53
270	85	17	54
272	86	17	54
275	86	17	54
275	86	17	54
277	85	17	54
279	85	18	53
282	85	18	52
284	86	18	51
286	87	18	50
287	86	18	50
289	86	18	50
290	86	17	50
292	86	17	50
293	85	17	51
295	84	17	51
297	84	16	53
298	83	16	54
300	83	17	55
301	84	17	56
303	83	18	55
304	83	19	55
306	84	20	54
