82	218	69	73
84	219	67	74
87	221	67	74
89	223	70	72
92	224	73	71
95	224	75	71
98	223	75	72
110	222	71	77
119	223	66	82
122	221	64	85
128	222	62	86
131	223	61	86
141	222	59	85
145	224	58	84
148	226	58	81
150	227	59	79
152	229	62	77
157	232	64	76
160	231	65	77
169	231	64	78
173	232	63	80
178	233	62	81
183	233	62	82
186	235	62	82
190	235	63	81
194	237	63	81
196	239	62	81
200	240	61	81
203	241	63	80
205	239	65	78
208	238	67	77
212	237	68	77
215	237	68	78
218	233	68	80
222	233	66	82
229	232	64	83
234	232	62	86
238	234	60	88
242	234	59	89
246	236	58	89
250	235	57	90
253	233	56	90
251	233	59	88
257	234	55	92
260	231	51	96
266	226	48	97
280	220	44	102
293	212	40	108
301	227	40	104
299	225	41	102
295	224	44	101
289	224	47	99
284	223	50	98
280	221	51	99
274	220	55	99
272	218	56	95
262	218	60	94
255	219	63	98
248	214	61	100
247	213	62	97
242	214	63	93
235	219	61	90
226	219	61	86
217	218	63	81
202	222	70	74
207	222	67	74
208	225	63	75
204	224	63	73
201	224	62	72
197	223	60	71
191	215	59	69
185	214	59	70
180	210	57	74
176	207	55	76
174	208	54	79
170	207	54	81
165	206	53	82
162	206	52	82
159	205	51	82
156	206	50	81
150	208	50	80
143	209	54	77
143	209	54	76
140	209	53	76
139	210	53	75
136	210	50	75
134	215	47	79
134	218	46	84
132	213	46	87
132	215	46	87
132	208	46	92
131	213	46	93
128	217	49	91
123	212	51	89
109	211	58	83
92	212	68	78
79	213	73	77
109	198	77	76
143	177	72	76
