692	439	24	79
689	437	25	80
686	436	27	81
678	436	31	81
672	437	35	81
668	437	38	80
665	437	40	80
663	436	42	79
661	434	41	79
660	433	39	79
658	431	36	78
657	431	34	78
656	430	32	77
653	431	32	77
650	430	31	78
646	429	33	78
638	428	36	79
633	427	40	80
629	426	42	81
627	425	44	81
626	425	45	80
625	424	44	80
624	423	42	79
623	423	39	79
621	422	36	78
619	421	34	78
617	422	33	78
613	421	31	78
612	422	31	77
607	423	32	76
603	423	34	76
598	423	37	76
597	423	39	75
593	421	40	75
593	420	38	76
591	419	36	76
590	418	34	75
589	417	31	75
589	416	30	74
585	416	29	74
584	416	29	74
580	416	30	74
573	415	32	74
569	415	35	74
565	416	38	73
564	416	40	73
561	415	41	73
562	414	39	73
559	413	38	73
558	411	35	73
557	411	32	72
554	410	30	72
552	411	30	72
551	411	29	72
547	410	29	72
544	411	30	71
540	410	32	71
537	410	34	71
535	410	35	71
533	409	35	71
531	408	34	71
531	406	32	71
529	405	30	70
527	404	28	70
526	403	27	70
524	403	26	70
522	403	26	70
520	403	27	70
514	403	29	70
509	403	32	70
506	403	35	70
505	402	37	70
504	402	38	69
502	401	37	69
501	400	35	69
499	399	33	69
497	399	30	69
495	399	29	68
494	398	27	68
492	398	27	68
490	398	27	68
489	398	26	68
486	398	26	68
485	399	26	68
480	398	28	68
480	398	28	67
479	397	27	68
476	395	27	67
474	394	26	66
472	393	24	65
471	393	24	65
468	393	23	66
466	392	22	66
464	392	22	66
460	391	25	66
456	392	29	66
453	393	32	65
450	393	33	64
450	392	35	64
448	391	35	64
447	391	33	64
446	389	31	64
444	389	28	64
443	387	26	65
442	387	25	65
441	387	24	65
439	387	24	65
437	387	24	65
434	387	25	64
433	387	25	64
430	387	25	64
430	385	25	64
427	385	25	64
426	385	24	63
425	384	24	62
423	383	23	62
422	383	22	62
420	383	22	62
418	382	22	63
416	382	22	63
413	382	24	63
409	381	26	63
406	381	29	63
405	382	31	62
403	381	31	62
402	381	31	62
401	380	30	62
400	379	29	61
397	379	27	61
396	378	25	62
394	377	24	62
393	377	23	62
392	377	23	63
390	377	23	62
387	377	23	62
385	377	24	62
383	378	25	61
382	377	26	61
380	376	26	61
379	376	25	61
377	375	24	60
376	375	23	60
375	375	22	60
373	374	22	60
372	374	21	60
370	374	22	60
368	374	22	60
364	374	24	60
361	374	26	60
359	374	27	59
358	375	29	59
356	374	29	58
356	374	29	58
355	373	28	58
352	372	26	57
351	372	24	57
351	371	23	57
348	371	23	56
347	371	22	57
345	372	22	56
344	373	23	55
342	373	23	55
340	373	24	55
339	373	24	54
337	373	24	54
336	372	24	54
334	371	23	54
333	370	22	54
332	370	21	54
331	370	20	54
330	368	20	54
328	369	20	54
326	369	20	53
323	369	22	53
320	369	24	53
318	370	26	53
317	369	26	53
316	368	27	53
314	368	27	53
313	367	27	52
311	366	25	52
310	365	23	52
309	365	22	52
308	364	21	53
305	364	21	53
305	364	21	53
303	364	20	53
302	364	21	53
300	365	21	53
299	363	22	53
297	363	22	53
295	364	23	52
294	363	22	51
292	363	21	51
290	363	21	51
290	362	20	50
288	362	20	50
287	361	19	50
286	362	19	50
283	362	20	50
279	361	22	50
279	362	24	50
276	362	25	50
275	361	26	50
274	360	26	50
273	359	26	50
271	358	26	50
269	357	24	51
267	357	22	51
266	357	21	51
265	356	21	51
263	356	20	51
263	357	20	51
261	356	20	51
260	357	21	51
258	357	21	51
256	357	22	51
255	356	22	50
253	355	22	50
250	355	22	50
248	352	22	47
247	352	21	45
247	352	20	44
245	354	20	44
244	355	19	45
242	354	20	45
238	354	21	45
236	354	23	45
234	354	24	45
234	354	24	45
233	354	23	45
232	353	23	45
230	354	23	45
228	354	22	46
227	352	21	47
226	352	20	47
224	351	20	48
222	351	19	48
220	351	20	48
219	350	20	48
218	350	21	48
216	350	22	48
215	350	22	48
213	349	22	48
212	350	21	48
211	349	20	48
209	349	20	47
208	349	19	47
208	350	19	47
207	348	18	47
206	350	18	47
203	350	20	47
201	349	21	47
200	350	21	47
199	349	22	47
198	349	23	47
196	349	23	46
195	349	23	45
193	348	22	45
191	348	21	45
190	347	20	46
189	345	19	48
187	345	19	47
186	345	19	46
184	345	19	45
183	345	19	43
182	346	19	42
181	346	19	42
179	345	19	42
178	344	19	42
177	344	18	43
176	344	17	43
175	343	17	44
174	342	17	45
173	342	17	45
172	343	17	45
169	342	18	45
169	343	18	45
165	343	20	45
164	343	21	45
163	344	22	44
162	342	23	45
161	342	23	45
160	342	23	45
158	341	22	45
155	341	21	45
154	340	20	45
153	340	19	45
152	340	19	45
152	339	18	45
150	340	18	45
149	341	18	44
147	341	19	44
146	340	19	44
144	340	20	44
144	340	19	44
143	340	19	44
142	339	18	44
139	339	18	44
138	338	17	44
138	339	17	44
137	338	16	44
136	337	16	45
135	337	16	45
133	337	17	45
130	337	19	45
130	338	20	44
129	337	20	44
127	338	21	44
127	338	22	44
124	337	21	44
123	336	21	44
121	336	20	44
121	335	18	44
120	334	17	44
120	334	17	45
119	334	16	45
118	334	16	45
117	335	16	44
115	336	17	43
114	335	17	43
113	335	17	43
112	333	17	43
112	335	17	43
110	333	16	44
110	332	16	44
109	333	15	44
107	331	15	44
107	331	15	44
106	331	15	44
105	332	15	44
103	332	16	43
102	332	17	43
102	333	18	43
101	332	19	42
100	332	19	42
98	331	20	42
96	331	19	42
95	330	19	42
94	329	18	43
94	329	17	43
92	329	17	43
92	328	16	44
91	329	16	43
90	329	16	43
90	329	16	43
89	328	16	43
88	329	16	43
87	329	16	42
86	328	16	43
86	328	16	43
84	328	15	42
83	326	15	42
83	326	15	42
82	326	15	43
81	327	15	43
80	327	15	42
79	327	15	42
78	328	16	41
77	329	17	41
77	327	17	41
76	328	18	40
74	327	18	40
73	328	18	40
72	328	18	39
71	326	18	39
69	326	17	39
68	326	17	40
68	327	16	40
67	325	16	40
67	326	16	40
66	326	16	40
65	326	16	39
64	326	16	39
64	325	16	39
63	326	16	39
62	325	16	39
60	325	16	39
59	325	15	39
58	323	15	40
58	323	15	40
57	321	15	41
56	322	15	41
56	322	15	41
55	322	15	41
53	321	16	41
53	322	16	41
52	322	17	40
51	322	17	40
50	322	18	40
49	323	18	39
48	322	17	39
46	321	17	38
46	322	16	39
45	321	16	38
45	322	16	38
43	322	15	38
43	322	15	38
42	322	15	38
41	322	15	37
41	322	15	37
41	322	15	37
40	322	15	37
38	321	14	37
38	320	14	37
37	320	14	37
36	319	14	38
36	319	14	38
34	318	14	38
34	319	14	38
33	318	14	39
33	318	15	39
