298	149	67	122
297	150	71	118
294	152	72	117
295	151	72	117
294	150	72	118
292	150	70	120
293	151	69	121
294	153	70	121
295	157	70	120
299	151	72	118
299	151	73	120
300	150	75	123
290	150	72	130
290	138	70	134
291	132	70	136
294	134	72	137
293	140	75	138
294	161	77	141
290	150	81	145
291	144	85	143
278	167	85	147
279	147	86	149
274	140	89	149
265	155	89	153
253	163	85	159
262	141	85	159
247	158	84	162
252	145	82	164
255	147	82	167
246	145	81	171
245	142	80	174
245	148	81	174
226	162	83	173
201	181	85	171
288	149	88	171
294	146	88	171
216	150	89	171
115	191	93	167
165	186	96	165
204	144	96	165
314	145	97	170
293	143	98	170
303	136	98	170
310	135	97	171
272	144	98	171
254	151	98	171
198	155	99	170
154	178	102	167
111	190	108	161
113	189	119	151
105	195	127	144
94	197	138	134
84	203	140	132
126	182	139	132
116	191	139	131
99	199	146	124
95	198	147	123
138	185	144	124
85	201	145	123
98	197	146	122
96	201	149	119
105	187	148	121
146	157	144	124
145	152	143	125
148	151	142	127
152	148	141	129
156	148	140	130
135	151	139	131
127	148	139	131
140	164	139	132
138	150	138	134
117	150	138	134
121	140	137	136
121	126	137	136
124	124	136	137
124	150	135	139
112	141	135	140
116	133	134	141
126	138	133	143
113	140	132	144
103	156	132	145
115	140	130	148
120	139	128	151
124	152	128	151
86	156	128	152
73	174	130	150
66	170	133	148
66	163	134	148
94	170	136	147
81	155	136	147
92	153	137	147
91	157	137	148
91	159	138	148
89	152	136	150
52	158	138	150
63	155	138	151
48	176	140	150
43	176	143	148
93	128	140	153
35	174	141	153
43	181	145	150
41	184	148	148
41	185	153	145
48	187	156	143
41	190	160	141
45	171	161	144
54	113	159	147
63	112	158	150
59	106	156	153
13	186	157	152
0	162	154	156
5	115	152	158
3	124	151	161
10	131	150	165
77	98	148	171
86	91	146	174
97	78	144	177
70	74	143	178
76	77	138	183
80	71	135	186
77	75	133	189
82	67	131	193
70	80	126	200
74	80	119	211
71	73	116	218
69	77	112	226
68	81	112	231
69	72	112	236
65	84	114	236
64	78	115	238
76	149	130	223
50	84	127	228
49	83	123	234
54	74	115	242
59	70	110	247
59	67	109	249
62	101	112	246
59	89	113	245
64	87	114	244
70	70	114	245
75	64	115	245
72	64	114	246
77	64	115	247
67	70	114	249
72	66	114	249
77	58	115	250
66	59	114	251
73	59	114	252
84	64	117	250
75	75	118	250
87	73	121	248
82	79	121	248
85	133	129	239
83	115	131	237
89	107	135	234
68	164	140	229
85	96	137	232
88	89	135	233
77	88	133	234
85	91	133	233
76	94	135	232
67	113	140	228
59	147	147	221
71	144	154	212
56	163	162	203
70	149	167	195
70	159	170	193
62	163	175	187
49	160	181	179
62	161	184	176
74	152	184	175
71	140	184	175
63	151	185	174
45	165	186	173
44	174	192	166
45	183	196	161
42	180	199	157
45	188	201	154
45	186	203	151
45	193	207	147
44	191	208	145
45	195	210	143
40	189	210	142
48	194	210	141
42	204	219	132
63	211	219	131
47	196	219	131
57	205	219	129
59	205	219	129
43	209	222	126
55	205	222	124
58	213	225	119
48	201	225	119
77	202	222	121
63	177	221	121
63	194	221	121
107	196	219	122
94	202	220	122
60	212	220	121
61	207	220	120
39	215	224	118
46	214	225	117
57	203	224	117
53	211	224	117
44	215	225	116
81	203	223	118
118	196	222	120
84	197	221	120
87	203	220	121
